text,label,source
"Uang Baru Pecahan Rp250.000. Beredar foto dari akun X @HoldenKlasik memperlihatkan gambar mata uang Republik Indonesia dengan nominal Rp250.000, disertai narasi sebagai berikut. “sejuta 4 lembar aja mbah 😅😅😅” Hingga Kamis (21/8/2025), unggahan tersebut telah dilihat lebih dari 68 ribu kali, mendapat 1,000 suka, dan repost sebanyak 96 kali.",1,TurnBackHoax_Cleaned
"KOMPAS.com – Belakangan ini beredar unggahan di media sosial Facebook yang menampilkan gambar uang kertas dengan nominal Rp 250.000. Dalam narasi yang menyertai unggahan itu, disebutkan bahwa uang tersebut merupakan “Uang Baru 2025” edisi khusus HUT ke-80 Republik Indonesia. Dalam gambar yang beredar, terlihat sosok pria, bendera Merah Putih, Candi Borobudur, serta tulisan “2025” dan “Bank Republik Nusantara”.",0,money.kompas.com
"Tujuh Anggota Paskibra Meninggal karena Kelelahan pada 2025. Beredar tautan dari akun Facebook “MD info” pada Senin (18/8/2025) yang menampilkan sejumlah foto anggota Paskibra menangis dan ada juga yang menampilkan beberapa orang mengangkat keranda jenazah dengan narasi: Innalillahi..7 Anggota Paskibra Ini Mendadak Dijemput Ajal, Ada yang Kelelahan",1,TurnBackHoax_Cleaned
"hoaks! Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar. KOMPAS.com - Beredar unggahan media sosial dengan narasi yang mengeklaim tujuh orang anggota Pasukan Pengibar Bendera (Paskibra) meninggal dunia karena kelelahan pada upacara kemerdekaan 2025. Namun, setelah ditelusuri narasi itu tidak benar atau hoaks. Narasi yang beredar Narasi yang mengeklaim tujuh orang anggota Paskibra meninggal dunia karena kelelahan salah satunya dibagikan akun Facebook ini, ini dan ini.",0,www.kompas.com
"Ada Kenaikan Biaya Admin Bank Usai Polemik Blokir Rekening. Akun X “DS_yantie” pada Jumat (8/8/2025) membagikan foto , isinya menampilkan gedung tinggi berlogo BRI. Unggahan disertai narasi: “Setelah dibuat resah karena pemblokiran rekening, kini masyarakat kembali diterpa kabar tidak menyenangkan biaya admin bank bulanan terbaru naik “Bank Mandiri sebesar 12.500/bulan, Bank BNI 11.000/bulan, Bank BTN sebesar 12.500/bulan, Bank BRI sebesar 12.000/bulan.”",1,TurnBackHoax_Cleaned
"KLAIM mengenai kenaikan biaya administrasi bulanan perbankan naik pada 2025, beredar di Twitter [arsip], Instagram, serta Facebook (akun satu dan dua). Konten tersebut memperlihatkan gedung BRI dengan keterangan jumlah kenaikan biaya administrasi sejumlah bank. Biaya administrasi Bank Mandiri sebesar Rp 12.500, Bank Negara Indonesia RP 11.000, Bank Tabungan Negara Rp12.500, dan Bank Rakyat Indonesia Rp 12.000. Scroll ke bawah untuk melanjutkan membaca Iklan BACA JUGA Mendag Tagih Transparansi Biaya Admin E-Commerce Namun, benarkah bank-bank tersebut menaikkan biaya administrasi bulanan?",0,cekfakta.tempo.co
"Penghasilan Pekerja Seks Komersial Bakal Kena Pajak. Pada Kamis (7/8/2025) akun Facebook “Tenggara Selatan” membagikan foto disertai narasi: “parah! PSK PUN jadi aset negara! Mulyani Mulyani benar-benar dah ngitung pajaknya gimana coba? Apa akan di tungguin pas ngamar berapa jumlah nasabahnya kali HET wilayahnya di bagi seper sekian persen yg harus di bayar ke negara? Psk yg dah bayar pajak sekalian stempel pusernya ye 😵‍💫 pejabat sinting, rakyat di buat nangis dan ketawa”",1,TurnBackHoax_Cleaned
"klarifikasi! Berdasarkan verifikasi Kompas.com sejauh ini, ada yang perlu diluruskan terkait informasi ini. KOMPAS.com - Pemerintah melalui Kementerian Keuangan (Kemenkeu) disebut akan menerapkan pajak penghasilan atau PPh kepada pekerja seks komersial (PSK). Narasi itu disebarkan oleh warganet di media sosial. Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi itu keliru dan perlu diluruskan. Narasi yang beredar Informasi mengenai pemerintah mengenai pajak penghasilkan pada PSK disebarkan oleh akun Facebook ini, ini, dan ini.",0,www.kompas.com
"Pemerintah Bagikan Uang Sitaan Korupsi Impor Gula Rp565 Miliar kepada TKI. Beredar video dari akun Facebook “Elsa Lismawati” pada Minggu (3/8/2025) yang menampilkan informasi pemerintah akan membagikan uang sitaan korupsi impor gula Rp565 miliar kepada tenaga kerja Indonesia (TKI). Berikut narasi yang dibagikan: inilah penampakan uang RP565 miliyar yang disita oleh negara atas kasus korupsi importasi gula. melalui program terbaik, uang korupsi sitaan negara akan DI salurkan/dibagikan kepada para TKI/TKW yang bekerja diluar negeri sebagai sumber devisa negara. selain ITU, para TKI/TKW juga mempunyai berbagai permasalahan psikologis seperti masalah keluarga DAN anak-anak. jika anda salah satu TKI/TKW yang bekerja diluar negeri, maka uang sitaan INI berhak anda dapatkan senilai RP680 juta perjiwa. syarat [paspor & bank BRI]. #bantuan #bantuanTkw #tkw #bantuanTki #tki #Pekerjamigranindonesia informasi lengkap silakan hubungi whatsapp admin 62851-9403-4726",1,TurnBackHoax_Cleaned
"hoaks! Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar. KOMPAS.com - Di media sosial beredar unggahan video yang mengeklaim pemerintah akan membagikan uang sitaan korupsi impor gula Rp 565 miliar kepada para tenaga kerja Indonesia (TKI). Menurut narasi dalam unggahan, setiap TKI diklaim akan mendapatkan Rp 680 juta. Namun, setelah ditelusuri narasi dalam video tersebut merupakan informasi tidak benar atau hoaks. Narasi itu diindikasi sebagai modus penipuan. Narasi yang beredar Video yang mengeklaim uang sitaan hasil korupsi impor gula Rp 565 miliar akan dibagikan kepada TKI diunggah di media sosial Facebook, misalnya oleh akun ini, ini, ini, dan ini. Akun tersebut membagikan video pemberitaan di tvOne terkait Kejaksaan Agung yang menyita uang korupsi impor gula senilai Rp 565 miliar. Narator video menyebut uang sitaan itu akan dibagikan kepada para TKI. TKI yang tertarik mendapat dana bantuan diminta menghubungi sebuah nomor WhatsApp dan mengirim paspor serta rekening Bank Rakyat Indonesia (BRI).",0,www.kompas.com
"3 Orang Tewas saat Demo di Pati. Akun Facebook “Risca Tania” pada Kamis (14/8/2025) mengunggah video berisi narasi: “Pati memanas sudah ada korban 3 orang meninggal semoga tidak ada tambahan lagi yang menjadi korban kearogan para pejabat ” Per Sabtu (23/8/2025), unggahan tersebut telah dilihat lebih dari 17 ribu kali, disukai 178 kali, dan dibagikan ulang 39 kali.",1,TurnBackHoax_Cleaned
"Dinkes Pati-Jateng: Ada 64 korban luka saat unjuk rasa hingga saat ini, meninggal, imbuh dia, hingga saat ini nihil. Pati (ANTARA) - Dinas Kesehatan Kabupaten Pati, Jawa Tengah, mencatat ada 64 korban luka dalam aksi unjuk rasa di depan Kantor Bupati Pati pada Rabu (13/8), sedangkan korban meninggal belum ditemukan.",0,m.antaranews.com
"Prabowo Bakal Ambil Alih Seluruh Pabrik Asing di Indonesia. Akun Facebook “Rizky Andika” pada Rabu (30/7/2025) membagikan video disertai narasi: “pabrik asing seluruh pabrik yang meraup keuntungan dari sumber daya alam indonesia akan diambil alih presiden prabowo. presiden prabowo tidak MAU jika kita masih nurut dengan perintah pihak luar negeri” Per Jumat (22/8/2025), konten tersebut telah mendapat lebih dari 3.300 tanda suka dan 194-an komentar.",1,TurnBackHoax_Cleaned
"Prabowo: Jangan izinkan kekayaan Indonesia diambil asing faktanya ... negara kita luar biasa kaya Jakarta (ANTARA) - Bakal calon presiden (capres) Prabowo Subianto meminta rakyat Indonesia tidak boleh mengizinkan dan membiarkan kekayaan yang dimiliki Tanah Air dirampas dan dikuasai oleh negara luar. ""Kita tahu, kita mengerti, datanya ada, faktanya ada bahwa negara kita negara yang sangat kaya, luar biasa kayanya. Karena itu, kita harus bertekad, kita tidak boleh izinkan kekayaan kita diambil,"" kata Prabowo kepada para relawan dalam deklarasi Setia Prabowo untuk Pemilu 2024 di Jakarta, Sabtu.",0,www.antaranews.com
"PGI Berikan Bantuan Pembangunan Gereja Lewat WhatsApp. Akun Facebook “Program bantuan untuk umat kristen dan gereja” pada Selasa (5/8/2025) membagikan video yang menampilkan Sekretaris Umum Persekutuan Gereja-Gereja di Indonesia (PGI) Pdt Darwin Darmawan. Berikut adalah potongan narasi yang dituturkan Darwin dalam video: “Shalom. Saya Pendeta Darwin Darmawan penanggung jawab pelaksana program bantuan dana DAP menginformasikan kepada saudara-saudari umat Kristen Indonesia yang belum menerima dana bantuan kesejahteraan dan pembangunan gereja, silakan hubungi WhatsApp resmi di nomor 085751343530.”",1,TurnBackHoax_Cleaned
"hoaks! Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar. KOMPAS.com - Sebuah video yang beredar di media sosial mengeklaim Persekutuan Gereja-gereja di Indonesia (PGI), menawarkan bantuan kesejahteraan dan pembangunan gereja. Dalam video, penawaran itu disampaikan oleh Sekretaris Umum PGI, Pendeta Darwin Darmawan. Namun, setelah ditelusuri video itu merupakan hasil manipulasi berbasis artificial intelligence. Konten itu hoaks. Narasi yang beredar Video yang diklaim menampilkan Sekretaris Umum PGI, Pendeta Darwin Darmawan menawarkan bantuan kesejahteraan dan pembangunan gereja salah satunya dibagikan akun Facebook ini. Masyarakat yang ingin mendapat bantuan diminta menghubungi sebuah nomor WhatsApp.",0,www.kompas.com
"25 Agustus 2025 Bakal Ada Demo Pembubaran DPR. Akun Facebook “Ferry” pada Kamis (21/8/2025) membagikan video berisi narasi: “Bersiap demo besar-besaran pada tanggal 25 Agustus 2025 menyuarakan aksi masyarakat Indonesia terhadap DPR RI yang sekarang untuk minta di bubarkan !!!!!!” Per Jumat (22/8/2025), konten tersebut telah mendapat lebih dari 59.400 tanda suka dan 8.500 komentar.",1,TurnBackHoax_Cleaned
"KOMPAS.com - Belakangan, beredar kabar akan adanya rencana demo besar di Pati, Jawa Tengah pada 25 Agustus 2025 mendatang. Aksi demo yang diinisiasi Aliansi Masyarakat Pati Bersatu (AMPB), Ahmad Husein ini rencananya akan mendesak DPRD Pati untuk segera memakzulkan Bupati Sudewo. Pada Senin (18/8/2025), Husein sempat menyatakan bakal menggelar aksi besar-besaran dengan target mendatangkan 50 ribu orang untuk menekan DPRD Pati segera menuntaskan pembahasan Pansus Hak Angket pemakzulan Sudewo.",0,www.kompas.com
"Video “Prabowo Bela Bupati Sudewo”. Akun Facebook “Msucipto Lek Much” pada Jumat (15/8/2025) membagikan video , isinya menampilkan wawancara Presiden Prabowo dengan narasi: “Ya kita cari penyelesaian yang baik, yang damai gitu. Ada itikad baik dari dua pihak ya. Intinya kita mau penyelesaian yang baik” Unggahan disertai takarir: “prabowo emang ANJ bela bupati sudewo mari lengserkan prabowo setelah bupati sudewo DI lengserkan!! INI LAH tangapan tentang demo besar-besaran DI kantor bupati prabowo telah membela sudewo mari bersama melengserkan prabowo setelah sudewo berhasil DI lengserkan” Per Jumat (22/8/2025), konten tersebut telah mendapat lebih dari 33 ribu tanda suka dan 11.900 komentar.",1,TurnBackHoax_Cleaned
"MENTERI Sekretaris Negara Prasetyo Hadi mengatakan Presiden Prabowo Subianto menyayangkan sikap Bupati Pati Sudewo yang arogan ketika menanggapi protes warga terhadap penolakan kenaikan Pajak Bumi dan Bangunan Perdesaan dan Perkotaan (PBB-P2) hingga 250 persen. Sudewo sebelumnya mempersilakan masyarakat berunjuk rasa membawa 5.000 atau 50.000 orang untuk menolak kebijakan itu. Pilihan Editor:Jebakan Israel di Balik Rencana Indonesia Menampung Pengungsi Gaza Scroll ke bawah untuk melanjutkan membaca Iklan ""Kalau secara khusus belum ada respons. Ya, tentunya kalau Prabowo, ya menyayangkan itu. Itu hasil respons beliau terhadap siapa pun itu,"" kata Prasetyo di Istana Negara, Jakarta Pusat, Rabu, 13 Agustus 2025.",0,www.tempo.co
"Tangkapan Layar Artikel cnbc Indonesia tentang Penyerahan Uang Pengadaan Laptop oleh Nadiem Makarim ke Jokowi. Pada Minggu (10/8/2025) beredar foto di X (arsip cadangan) oleh akun “Bantoro_” (@Boediantar4) dengan narasi: “Nadiem Makarim Uang Pengadaan laptop 450 Triliun Saya Serahkan kepada Pak Jokowi Di Rumahnya Disolo Kalau Tidak Percaya Tanya Gibran Dan Kaesang Dia ADa Waktu Saya Menyerahkan Uang” dan menambahkan narasi: “Semoga menjadi pembuka jalan untuk mengadili Jokowi dan keluarganya sebelum terlambat,,,"" di unggahannya. Per tangkapan arsip cadangan dibuat, unggahan tersebut sudah dilihat 17.4 ribu kali, mendapatkan 133 jawaban, dibagikan ulang 476 kali, dan disukai oleh 878 pengguna X lainnya.",1,TurnBackHoax_Cleaned
"Jakarta, CNBC Indonesia - Kasus dugaan korupsi pengadaan Chromebook OS oleh Kementerian Pendidikan, Budaya, Riset dan Teknologi (Kemendikburistek) tengah disidik oleh pihak Kejaksaan Agung. Puluhan saksi telah diperiksa hingga empat orang sudah ditetapkan menjadi tersangka. Tersangka dalam kasus itu adalah Direktur Sekolah Dasar Dirjen Pendidikan Anak Usia Dini, Pendidikan Dasar, dan Pendidikan Menengah 2020-2021 bernama Sri Wahyuningsih (SW), Mulatsyah atau MUL selaku Direktur SMP pada Dirjen Pendidikan Anak Usia Dini, Pendidikan Dasar, dan Pendidikan Menengah, Ibrahim Arief atau IBAM yang merupakan Konsultan Teknologi di Kemdikbudristek, dan Jurist Tan adalah Staf Khusus Nadiem Makarim saat menjadi Mendikburistek. Kejagung menjelaskan kronologi pengadaan tersebut.",0,www.cnbcindonesia.com
Ada Biaya untuk Pembukaan Rekening yang Diblokir ppatk. Pada Rabu (13/8/2025) akun Facebook “Wahyu Ari Wibowo” membagikan narasi berisi narasi : “ppatk sudah blokir lebih dari 120 juta rekening nganggur . Ternyata jika ingin di buka blokir an nya harus bayar 100.000 ribu”,1,TurnBackHoax_Cleaned
"klarifikasi! Berdasarkan verifikasi Kompas.com sejauh ini, ada yang perlu diluruskan terkait informasi ini. KOMPAS.com - Pembukaan rekening bank yang diblokir Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) disebut membutuhkan biaya Rp 100.000. Sebagaimana diketahui, PPATK belum lama ini melakukan pemblokiran terhadap rekening yang tidak aktif atau dormant.",0,www.kompas.com
Video Sri Mulyani Sebut “Guru Itu Beban Negara” Uncategorized 20/08/2025 Narasi Akun Instagram “ewinkleeming” pada Minggu (17/8/25) mengunggah video yang menampilkan sosok Sri Mulyani tengah berpidato dan menuturkan “guru itu beban negara”.,1,TurnBackHoax_Cleaned
"REPUBLIKA.CO.ID, JAKARTA -- Kata 'Guru' menjadi trending topic atau pembicaraan utama di media sosial X pada Selasa (19/8/2025). Hal itu tidak terlepas dari pernyataan Menteri Keuangan Sri Mulyani di Konvensi Sains-Teknologi 2025 di Bandung pada Selasa (7/8/2025). Sri Mulyani saat itu berbicara tentang pendapatan guru karena gajinya tidak besar.",0,news.republika.co.id
"PBB Memutuskan Referendum 5 Negara Baru, 3 dari Indonesia. Akun TikTok “Ones Pusop” pada Kamis (2/8/2025) mengunggah video , isinya berupa klaim yang menyebut Perserikatan Bangsa Bangsa (PBB) akan melakukan referendum untuk 5 negara baru, 3 di antaranya dari Indonesia. Berikut narasi lengkap dalam video: "" Mata Dunia Tertuju Kepada Persoalan Papua Barat.! PBB memutuskan akan melakukan referendum bagi 5 negara baru DI dunia, 3 negaranya dari indonesia” Per Selasa (19/8/2025), konten tersebut sudah dilihat lebih dari 219 ribu kali dan disukai 7.500-an pengguna.",1,TurnBackHoax_Cleaned
"hoaks! Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar. KOMPAS.com - Perserikatan Bangsa-Bangsa (PBB) disebut akan melaksanakan referendum bagi lima negara baru, dan tiga di antaranya berlokasi di Indonesia. Di media sosial, beredar sebuah video menampilkan seorang pria memakai setelan jas warna biru, bicara mengenai Papua Barat. Hasil penelusuran Tim Cek Fakta Kompas.com, narasi itu tidak benar atau merupakan hoaks. Narasi yang beredar Video PBB memutuskan referendum tiga negara baru berlokasi di Indonesia disebarkan oleh akun Facebook ini, ini, dan ini.",0,www.kompas.com
"Perangkat Elektronik Harus Dimatikan karena Ada Radiasi Kosmik. Akun Facebook “Ren Rtu” pada Minggu (3/8/2025) membagikan narasi berupa imbauan untuk mematikan perangkat elektronik karena adanya radiasi kosmik. Berikut narasi lengkapnya: “Malam ini antara jam 00:30pagi hingga 3.30pagi pastikan off hp, laptop dll dan jauhkn dr badan anda. TV Singapore tlh mengumumkn berita tersebut. Tlg beritahu keluarga dan sahabat2 anda. Malam ini antara jam 00:30 pagi hingga 3.30 pagi bumi kita akan menghadapi radiasi yg paling tinggi. Pancaran cahaya Cosmic akan melintasi dekat dgn bumi. Oleh itu off hp dll dan jauhkn dr badan anda sbb akn menyebabkan kita mendapat efek radiasi yg berbahaya....Boleh lihat di google dan nasa dan berita BBC. Bagikan pesan ini kpd org2 lain yg penting bagi keluarga ,Teman,Sahabat, dan juga anak istri anda. Anda blh menyelamatkan nyawa banyak orang dengan berbuat demikian... Semoga bermanfaat Aamiin…”",1,TurnBackHoax_Cleaned
"hoaks! Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar. KOMPAS.com - Di media sosial beredar narasi yang mengeklaim Bumi terpapar radiasi kosmik berbahaya sehingga dianjurkan untuk mematikan perangkat elektronik. Namun berdasarkan penelusuran Tim Cek Fakta Kompas.com, informasi tersebut hoaks dan telah berulang kali beredar. Setidaknya hoaks ini sudah ada sejak 2017. Narasi yang beredar Narasi yang mengeklaim Bumi akan terpapar radiasi kosmik dibagikan oleh akun Facebook ini, ini, ini, dan ini, pada Minggu (3/8/2025). Narasi yang dibagikan: Malam ini antara jam 00:30pagi hingga 3.30pagi pastikan off hp, laptop dll dan jauhkn dr badan anda. TV Singapore tlh mengumumkn berita tersebut. Tlg beritahu keluarga dan sahabat2 anda. Malam ini antara jam 00:30 pagi hingga 3.30 pagi bumi kita akan menghadapi radiasi yg paling tinggi. Pancaran cahaya Cosmic akan melintasi dekat dgn bumi. Oleh itu off hp dll dan jauhkn dr badan anda sbb akn menyebabkan kita mendapat efek radiasi yg berbahaya.... Boleh lihat di google dan NASA dan berita BBC.",0,www.kompas.com
Video “10 Ribu Warga Jakarta Bantu Warga Pati Demo Turunkan Bupati”. Akun Facebook “Lek Much” pada Selasa (12/8/2025) membagikan video yang memperlihatkan kerumunan orang berdesakan di jalan. Unggahan disertai narasi: “warga jakarta siap bantu warga Patih 10 ribu orang siap demo turunkan bupati Pati dari jabatannya” “Menyala Warga jakarta mau bantu rakyat pati🔥 demo turunkan bupati teteap berjalan”,1,TurnBackHoax_Cleaned
"SEBUAH video beredar di Facebook [arsip] dengan narasi bahwa 10 ribu warga Jakarta bersiap ikut demo ke Pati. Video ini beredar di tengah demonstrasi warga Kabupaten Pati untuk mendesak Bupati Pati Sudewo mundur, setelah menaikkan Pajak Bumi Bangunan sebesar 250 persen. Dalam video yang beredar 12 Agustus 2025, tampak lautan manusia di sebuah ruangan.",0,www.tempo.co
"Video “Pernyataan Pengunduran Diri Bupati Sudewo”. Akun Facebook “Dwi Ananta” pada Rabu (13/8/2025) membagikan video disertai narasi: “Akhirnya Bpk Sudewo mengundurkan diri dari jabatan bupati pati Saya yang bertandatangan di bawah ini adalah nama Haji Sudewo, S.T., M.T., jenis kelamin laki-laki, agama Islam, pekerjaan Bupati Pati Periode 2024-2029, Alamat Jalan Tombronegoro Nomor Satu Kaborongan Desa Pati Lor Kecamatan Pati Kabupaten Pati Jawa Tengah Dengan ini menyatakan sebagai berikut: Pertama, bahwa terhitung sejak tanggal 13 Agustus 2025 saya mengundurkan diri dari jabatan saya sebagai Bupati Pati karena telah gagal menjadi pemimpin yang berpihak masyarakat Kabupaten Pati dan menjalankan kekuasaan saya tidak menjunjung tinggi supremasi hukum. Kedua” Unggahan disertai takarir: “Tgl 13 Agustus 2025 Bapak Bupati Sudewo resmi mundur dari jabatan Bupati Pati” Per Selasa (19/8/2025), konten tersebut telah mendapat lebih dari 6 ribu tanda suka dan 570 komentar.",1,TurnBackHoax_Cleaned
"Bupati Pati, Sudewo, menyatakan tidak akan berhenti atau mundur dari jabatannya. Hal itu dia sampaikan seusai aksi demo massa tadi. ""Tuntutan sudah disampaikan tadi. Kalau saya dipilih oleh rakyat secara konstitusional. Secara demokratis jadi tidak bisa saya harus berhenti dengan tuntutan itu, semua ada mekanisme,"" kata Sudewo di kantornya, Pati, Rabu (13/8/2025). Sudewo juga merespons aksi demo yang berlangsung ricuh. Dia juga mengaku akan menjadikan kasus ini menjadi pelajaran untuknya. SCROLL TO CONTINUE WITH CONTENT Berikut pernyataan lengkap Sudewo di Kantor Bupati Pati: Saya kira sudah berhenti ya. Sudah memang lengang di mana-mana, tapi memang masih sebagian kecil berada di depan, tapi terkait kayaknya bukan pendemo yang dari tadi pagi. Jadi secara garis besar itu sudah selesai ADVERTISEMENT Ya kami bisa memahami emosi mereka, karena orang banyak tidak bisa terkendali secara keseluruhan. Tapi yang ini sudah berjalan, ke depannya akan saya perbaiki segala sesuatu.",0,www.detik.com
"Tautan Pendaftaran Upacara HUT Ke-80 RI di Istana Negara. Akun TikTok “cnn_nas” pada Jumat (8/8/2025) membagikan video berisi informasi pendaftaran untuk menghadiri upacara HUT RI Ke-80 di Istana Negara. Unggahan disertai narasi: “Kembali dibuka! Siapa kemarin yang belum kebagian undangan? Besok jangan lupa untuk daftarkan diri kamu agar bisa menghadiri Upacara Detik-Detik Proklamasi & Upacara Penurunan Bendera Merah Putih di Istana Merdeka. Pastikan kamu sudah sesuai syarat berikut: 1. Mengisi formulir pendaftaran 2. Berusia minimal 10 tahun 3. Lolos verifikasi 4. Menerima email verifikasi dan jadwal pengambilan undangan Jangan sampai terlewat, ya! 5. Untuk Pendaftaran Klik Link Di Bio” Per Sabtu (16/8/2025), video tersebut telah dilihat 304 kali.",1,TurnBackHoax_Cleaned
"KOMPAS.com – Pendaftaran tiket tambahan upacara Hari Ulang Tahun (HUT) ke-80 Republik Indonesia di Istana Kepresidenan Jakarta kembali dibuka hari ini, Jumat (8/8/2025). Pendaftaran dibuka mulai pukul 10.00 WIB melalui link resmi pandang.istanapresiden.go.id. Sebelumnya pendaftaran tiket tambahan telah dibuka pada Rabu (07/08/2025), dan langsung diserbu lebih dari 142 ribu pengguna hanya dalam waktu 25 menit. Sekretaris Kabinet (Seskab) Teddy Indra Wijaya mengingatkan bahwa masih ada kesempatan untuk melakukan pendaftaran undangan. “Buat yang belum mendaftar, masih ada satu kesempatan lagi! Pendaftaran undangan akan dibuka kembali besok, Jumat, 8 Agustus 2025 pukul 10.00 di situs pandang.istanapresiden.go.id,"" kata Teddy.",0,megapolitan.kompas.com
Judul Artikel Gelora “Kaesang: Rakyat Banyak Sekali Yang Memaksa Saya Untuk Jadi Presiden”. Beredar video dari akun Tiktok “@yanks0058” pada Jumat (1/8/2025) yang menampilkan gambar tangkapan layar artikel Gelora berjudul “Kaesang: Rakyat Banyak Sekali Yang Memaksa Saya Untuk Jadi Presiden”.,1,TurnBackHoax_Cleaned
"Liputan6.com, Jakarta - Beredar di media sosial postingan artikel Kaesang Pangarep menyebut banyak rakyat yang memaksanya untuk jadi presiden. Postingan itu beredar sejak pekan lalu. Salah satu akun ada yang mengunggahnya di Facebook. Akun itu mempostingnya pada 7 Agustus 2025.",0,www.liputan6.com
Prabowo Usulkan Referendum di Aceh dan Papua Barat. Akun TikTok “mujahidin427” pada Sabtu (2/8/2025) membagikan video berisi narasi: “Prabowo usulkan PBB gelar referendum di wilayah sengketa Aceh dan Papua Barat”,1,TurnBackHoax_Cleaned
"Hoaks! Prabowo usulkan referendum di Aceh-Papua Barat Minggu, 3 Agustus 2025 10:16 WIB Jakarta (ANTARA/JACX) - Tangkapan berita ANTARA berjudul ""Prabowo usulkan PBB gelar referendum di wilayah sengketa Aceh dan Papua Barat"", beredar di TikTok pada 2 Agustus 2025.",0,www.antaranews.com
Prabowo Usulkan Referendum di Aceh dan Papua Barat. Akun TikTok “mujahidin427” pada Sabtu (2/8/2025) membagikan video berisi narasi: “Prabowo usulkan PBB gelar referendum di wilayah sengketa Aceh dan Papua Barat”,1,TurnBackHoax_Cleaned
"Presiden Prabowo dan Sekjen PBB bahas sejumlah isu strategis Jakarta (ANTARA) - Presiden Prabowo Subianto melakukan pertemuan bilateral dengan Sekretaris Jenderal (Sekjen) Persatuan Bangsa-Bangsa (PBB) António Guterres, di sela KTT G20 di Brasil, Minggu (17/11) waktu setempat.",0,www.antaranews.com
Menempelkan Dua Peniti Bisa Perkuat Sinyal Ponsel. Pada Jumat (1/8/2025) akun TikTok “indra.bonsreal” membagikan video yang memperlihatkan seseorang yang memasang dua peniti dengan posisi berlawanan pada bagian belakang ponsel. Metode ini diyakini mampu meningkatkan kekuatan sinyal ponsel dibandingkan sebelumnya. Video disertai narasi : “Cara memperkuat sinyal handphone”,1,TurnBackHoax_Cleaned
"SEBUAH video beredar di TikTok [arsip] dan Instagram, memuat klaim bahwa peniti dapat memperkuat sinyal ponsel. Video itu memperlihatkan seseorang menempelkan dua peniti dengan arah berlawanan pada lapisan bagian belakang ponsel. Cara seperti itu diyakini dapat memperkuat sinyal ponsel dibandingkan sebelumnya. Scroll ke bawah untuk melanjutkan membaca Iklan BACA JUGA Kemenhub Diminta Percepat Integrasi Persinyalan Kereta Api Namun, benarkah menempelkan dua peniti pada ponsel bisa meningkatkan sinyal?",0,cekfakta.tempo.co
"Pemberangkatan Pengungsi Palestina ke Indonesia. Beredar video dari akun Tiktok “romonedzky” pada Rabu (30/7/2025) yang memperlihatkan pemberangkatan sejumlah orang dengan sebuah pesawat Iran Airline berwarna putih dengan narasi: acara pelepasan pengungsi palestina menuju indonesia Release of Palestinian Gaza visitors Sejak diunggah Rabu (30/7/2025), video itu disukai lebih dari 8 ribu kali, dibagikan ulang 917 kali dan menuai 870 komentar per Kamis (14/8/2025).",1,TurnBackHoax_Cleaned
"Perbesar Boeing 737 Max 8 Foto: Dok. Boeing ADVERTISEMENT Kementerian Perhubungan (Kemenhub) akhirnya mencabut larangan terbang bagi pesawat Boeing 737 Max. Larangan terbang sebelumnya diberlakukan setelah pesawat Lion Air tujuan Jakarta-Pangkal Pinang jatuh pada Oktober 2018. ADVERTISEMENT Sebelumnya, surat larangan terbang dikeluarkan Kemenhub pada 14 Maret 2019. Saat itu, Boeing 737 Max sudah digunakan oleh Lion Air dan Garuda Indonesia.",0,kumparan.com
"Pemberangkatan Pengungsi Palestina ke Indonesia. Beredar video dari akun Tiktok “romonedzky” pada Rabu (30/7/2025) yang memperlihatkan pemberangkatan sejumlah orang dengan sebuah pesawat Iran Airline berwarna putih dengan narasi: acara pelepasan pengungsi palestina menuju indonesia Release of Palestinian Gaza visitors Sejak diunggah Rabu (30/7/2025), video itu disukai lebih dari 8 ribu kali, dibagikan ulang 917 kali dan menuai 870 komentar per Kamis (14/8/2025).",1,TurnBackHoax_Cleaned
"SEBUAH video dengan klaim bahwa pengungsi asal Palestina dilepas menuju Indonesia, beredar di TikTok [arsip] pada 31 Juli 2025. Video itu memperlihatkan pemberangkatan sejumlah orang dengan sebuah pesawat Iran Airline berkelir putih-biru. Pesawat itu diklaim mengangkut warga Palestina untuk mengungsi ke Indonesia di tengah genosida Israel yang terus berlanjut. “Acara pelepasan pengungsi Palestina menuju Indonesia. Release of Palestinian Gaza visitors,” demikian narasi yang tersematkan di video.",0,cekfakta.tempo.co
Indonesia Kirim Pasukan Khusus ke Kamboja. Pada Senin (28/7/2025) akun TikTok “bangbima0101” membagikan video berisi narasi : “Presiden Indonesia Mr. Prabowo Subianto Kirim pasukan khusus Ke kamboja” Video dengan klaim serupa juga ditemukan di kanal YouTube “Baku Hantam” Video berjudul “indonesia HAS been silent IN sending special troops TO cambodia FOR A long time” tersebut diunggah pada Senin (28/7/2025).,1,TurnBackHoax_Cleaned
